issue_id, start_time, abandoned/resolved, answer_time, abandoned_time, resolved_time
1443, 6:02, resolved, 16:22, , 17:13
1099, 5:03, resolved, 17:13, , 17:33
1502, 5:11, resolved, 17:33, , 17:49
1447, 7:25, abandoned, 17:49, 18:02,
1123, 6:45, abandoned, 18:02, 18:37,
1822, 6:54, abandoned, 18:37, 19:09,
1820, 9:43, resolved, 19:09, , 19:30
1803, 8:58, resolved, 19:30, , 19:45
1112, 9:23, resolved, 19:45, , 20:19
1442, 8:39, abandoned, 20:19, 20:42,
1995, 9:04, abandoned, 20:42, 21:50,
1859, 9:20, resolved, 21:50, , 22:35
1814, 12:50, resolved, 22:35, , 23:56
1337, 13:54, resolved, 23:56, , 0:57
1194, 2:56, abandoned, 2:56, 3:23,
1763, 5:12, resolved, 5:12, , 5:31
1970, 7:26, resolved, 7:26, , 8:39
1904, 10:54, resolved, 10:54, , 11:14
1333, 1:21, resolved, 11:14, , 12:41
1188, 1:53, resolved, 12:41, , 14:00
1744, 4:39, resolved, 14:00, , 15:50
1181, 5:53, resolved, 15:50, , 16:31
1574, 5:17, resolved, 16:31, , 16:40
1463, 5:54, resolved, 16:40, , 17:18
1033, 7:00, abandoned, 17:18, 18:20,
1193, 8:56, resolved, 18:20, , 19:38
1324, 9:25, resolved, 19:38, , 20:14
1094, 10:24, resolved, 20:14, , 21:10
1140, 11:48, abandoned, 21:10, 22:32,
1450, 12:21, abandoned, 22:32, 23:29,
1657, 12:07, abandoned, 23:29, 23:41,
1323, 13:59, abandoned, 23:41, 23:54,
1843, 12:47, resolved, 23:54, , 0:31
1909, 1:46, abandoned, 1:46, 2:52,
1036, 3:35, resolved, 3:35, , 4:18
1435, 6:08, resolved, 6:08, , 7:18
1541, 9:05, abandoned, 9:05, 11:00,
1826, 1:31, abandoned, 11:00, 12:44,
1559, 1:06, abandoned, 12:44, 12:59,
1419, 2:53, resolved, 12:59, , 13:39
1655, 2:55, resolved, 13:39, , 14:31
1343, 3:51, resolved, 14:31, , 14:35
1754, 4:19, abandoned, 14:35, 15:44,
1002, 5:54, abandoned, 15:44, 16:43,
1671, 6:59, abandoned, 16:43, 17:25,
1740, 7:39, resolved, 17:25, , 17:49
1333, 7:24, resolved, 17:49, , 18:17
1389, 7:06, resolved, 18:17, , 18:52
1366, 8:43, resolved, 18:52, , 19:11
1409, 8:18, abandoned, 19:11, 20:44,
1488, 9:51, resolved, 20:44, , 21:07
1969, 10:04, abandoned, 21:07, 21:16,
1056, 11:31, resolved, 21:16, , 22:35
1082, 11:03, resolved, 22:35, , 23:16
1993, 13:07, abandoned, 23:16, 0:26,
1643, 1:05, resolved, 1:05, , 2:57
1214, 2:47, abandoned, 2:57, 3:32,
1083, 5:04, abandoned, 5:04, 6:04,
1105, 6:38, resolved, 6:38, , 7:05
1166, 8:40, resolved, 8:40, , 8:58
1781, 10:12, abandoned, 10:12, 11:29,
1798, 11:24, resolved, 11:29, , 11:44
1573, 1:23, abandoned, 11:44, 12:37,
1415, 2:13, abandoned, 12:37, 12:47,
1903, 1:57, resolved, 12:47, , 12:50
1662, 2:12, resolved, 12:50, , 12:56
1300, 1:20, resolved, 12:56, , 13:53
1587, 1:56, abandoned, 13:53, 14:16,
1429, 3:45, abandoned, 14:16, 14:47,
1749, 4:01, resolved, 14:47, , 15:38
1103, 3:43, resolved, 15:38, , 16:45
1054, 6:23, abandoned, 16:45, 17:42,
1945, 7:48, resolved, 17:42, , 18:35
1137, 8:37, abandoned, 18:35, 19:10,
1228, 8:30, resolved, 19:10, , 19:59
1395, 7:56, abandoned, 19:59, 20:59,
1228, 10:59, abandoned, 20:59, 21:22,
1128, 11:02, abandoned, 21:22, 21:41,
1913, 11:07, resolved, 21:41, , 21:47
1940, 11:41, abandoned, 21:47, 21:56,
1349, 11:27, abandoned, 21:56, 22:26,
1457, 11:53, abandoned, 22:26, 22:40,
1605, 12:51, abandoned, 22:40, 23:00,
1928, 13:29, abandoned, 23:00, 23:00,
1304, 13:04, abandoned, 23:00, 23:40,
1368, 12:00, resolved, 23:40, , 0:28
1800, 2:35, resolved, 2:35, , 3:54
1147, 5:12, resolved, 5:12, , 6:55
1677, 8:26, abandoned, 8:26, 9:30,
1080, 11:43, resolved, 11:43, , 12:01
1256, 1:03, resolved, 12:01, , 13:39
1615, 1:16, resolved, 13:39, , 13:47
1120, 2:27, abandoned, 13:47, 14:08,
1057, 2:52, resolved, 14:08, , 14:25
1359, 3:17, abandoned, 14:25, 15:53,
1496, 4:05, resolved, 15:53, , 16:00
1674, 5:38, abandoned, 16:00, 16:50,
1511, 5:54, abandoned, 16:50, 17:05,
1127, 7:43, resolved, 17:05, , 18:12
1568, 7:15, resolved, 18:12, , 19:00
1169, 8:09, abandoned, 19:00, 20:04,
1648, 10:49, abandoned, 20:04, 22:00,
1615, 11:53, abandoned, 22:00, 22:26,
1287, 11:39, abandoned, 22:26, 23:05,
1861, 11:45, abandoned, 23:05, 0:42,
1120, 2:26, abandoned, 2:26, 2:46,
1157, 3:38, resolved, 3:38, , 4:10
1064, 4:56, abandoned, 4:56, 5:04,
1659, 7:04, resolved, 7:04, , 7:32
1091, 7:51, resolved, 7:51, , 8:00
1626, 10:07, abandoned, 10:07, 11:43,
1436, 1:28, abandoned, 11:43, 12:25,
1592, 2:47, abandoned, 12:25, 13:55,
1916, 2:31, abandoned, 13:55, 14:34,
1461, 3:23, abandoned, 14:34, 14:40,
1192, 3:10, abandoned, 14:40, 15:19,
1810, 3:46, resolved, 15:19, , 16:28
1224, 6:15, abandoned, 16:28, 17:56,
1765, 7:14, abandoned, 17:56, 18:30,
1566, 8:50, resolved, 18:30, , 18:56
1982, 6:58, abandoned, 18:56, 19:14,
1747, 8:39, abandoned, 19:14, 20:41,
1909, 8:55, abandoned, 20:41, 21:31,
1648, 10:08, resolved, 21:31, , 22:03
1229, 12:19, resolved, 22:03, , 23:55
1129, 12:14, resolved, 23:55, , 23:55
1789, 13:06, abandoned, 23:55, 0:41,
1298, 0:25, resolved, 0:41, , 0:42
1657, 1:52, resolved, 1:52, , 2:25
1134, 3:12, abandoned, 3:12, 4:28,
1496, 4:35, abandoned, 4:35, 5:10,
1613, 7:58, abandoned, 7:58, 8:15,
1292, 10:39, abandoned, 10:39, 10:43,
1708, 12:11, abandoned, 12:11, 13:52,
1320, 2:45, resolved, 13:52, , 14:00
1272, 3:42, resolved, 14:00, , 14:53
1467, 3:54, abandoned, 14:53, 14:58,
1187, 3:06, resolved, 14:58, , 15:10
1715, 4:35, resolved, 15:10, , 16:41
1525, 5:34, abandoned, 16:41, 18:01,
1206, 8:48, resolved, 18:01, , 18:58
1884, 7:54, abandoned, 18:58, 19:56,
1145, 9:52, abandoned, 19:56, 20:25,
1401, 9:37, abandoned, 20:25, 21:59,
1867, 11:54, abandoned, 21:59, 22:34,
1326, 12:42, abandoned, 22:34, 23:22,
1830, 13:20, abandoned, 23:22, 0:03,
1164, 1:25, abandoned, 1:25, 1:48,
1793, 2:19, abandoned, 2:19, 2:23,
1833, 4:04, resolved, 4:04, , 4:59
1427, 5:48, abandoned, 5:48, 5:49,
1312, 7:03, abandoned, 7:03, 8:29,
1107, 9:56, abandoned, 9:56, 10:21,
1610, 11:35, resolved, 11:35, , 12:16
1442, 2:42, resolved, 12:16, , 13:22
1534, 3:41, resolved, 13:22, , 13:51
1540, 2:31, resolved, 13:51, , 14:22
1144, 2:49, abandoned, 14:22, 15:31,
1584, 5:00, resolved, 15:31, , 15:32
1127, 4:02, abandoned, 15:32, 16:03,
1339, 4:46, resolved, 16:03, , 17:12
1749, 6:05, abandoned, 17:12, 17:57,
1288, 5:48, abandoned, 17:57, 18:14,
1976, 7:39, abandoned, 18:14, 19:19,
1619, 9:13, resolved, 19:19, , 19:43
1835, 8:46, resolved, 19:43, , 19:46
1164, 8:52, abandoned, 19:46, 20:32,
1069, 10:52, resolved, 20:32, , 21:01
1008, 11:07, abandoned, 21:01, 21:40,
1402, 11:53, abandoned, 21:40, 22:38,
1392, 11:49, abandoned, 22:38, 22:54,
1468, 11:04, resolved, 22:54, , 23:37
1044, 11:06, abandoned, 23:37, 23:53,
1682, 12:39, abandoned, 23:53, 0:10,
1221, 1:27, resolved, 1:27, , 2:34
1023, 4:14, resolved, 4:14, , 5:14
1319, 5:23, abandoned, 5:23, 6:04,
1327, 7:12, abandoned, 7:12, 9:01,
1938, 11:49, resolved, 11:49, , 11:49
1168, 12:45, resolved, 12:45, , 12:47
1516, 2:07, resolved, 12:47, , 13:56
1871, 3:03, abandoned, 13:56, 14:34,
1936, 3:44, abandoned, 14:34, 15:47,
1231, 3:59, abandoned, 15:47, 16:46,
1328, 5:18, abandoned, 16:46, 17:28,
1149, 7:45, resolved, 17:28, , 17:47
1554, 6:25, resolved, 17:47, , 18:58
1624, 7:50, resolved, 18:58, , 19:21
1316, 9:39, abandoned, 19:21, 20:22,
1443, 10:08, abandoned, 20:22, 21:11,
1446, 9:41, abandoned, 21:11, 21:52,
1846, 10:56, abandoned, 21:52, 21:55,
1981, 9:56, abandoned, 21:55, 22:53,
1897, 12:00, resolved, 22:53, , 23:21
1986, 11:44, resolved, 23:21, , 1:00
1775, 2:31, resolved, 2:31, , 2:54
1207, 2:55, abandoned, 2:55, 3:33,
1403, 5:27, abandoned, 5:27, 5:49,
1585, 5:50, resolved, 5:50, , 6:36
1642, 7:51, abandoned, 7:51, 8:41,
1278, 8:53, abandoned, 8:53, 9:25,
1293, 10:49, abandoned, 10:49, 11:18,
1742, 12:12, abandoned, 12:12, 13:48,
1762, 1:17, abandoned, 13:48, 14:44,
1954, 2:28, abandoned, 14:44, 14:54,
1790, 2:32, resolved, 14:54, , 14:56
1075, 2:48, abandoned, 14:56, 15:58,
1569, 4:51, resolved, 15:58, , 16:19
1075, 6:40, abandoned, 16:19, 17:11,
1811, 6:58, abandoned, 17:11, 18:48,
1453, 9:00, abandoned, 18:48, 20:00,
1953, 8:50, resolved, 20:00, , 21:26
1096, 10:49, abandoned, 21:26, 22:26,
1838, 12:00, abandoned, 22:26, 23:05,
1985, 13:45, abandoned, 23:05, 0:49,
1678, 1:00, abandoned, 1:00, 2:58,
1142, 4:51, abandoned, 4:51, 5:20,
1137, 8:00, resolved, 8:00, , 9:05
1856, 10:37, abandoned, 10:37, 11:42,
1571, 1:30, abandoned, 11:42, 12:14,
1987, 12:42, resolved, 12:42, , 13:44
1015, 3:38, resolved, 13:44, , 14:45
1635, 4:20, resolved, 14:45, , 15:57
1446, 4:58, abandoned, 15:57, 16:30,
1323, 6:33, resolved, 16:30, , 17:21
1848, 6:20, abandoned, 17:21, 18:09,
1946, 8:09, abandoned, 18:09, 19:13,
1551, 8:13, resolved, 19:13, , 20:18
1633, 8:32, abandoned, 20:18, 20:45,
1062, 10:15, resolved, 20:45, , 21:14
1781, 10:46, resolved, 21:14, , 22:20
1825, 12:02, abandoned, 22:20, 22:21,
1239, 11:14, abandoned, 22:21, 22:28,
1833, 12:57, resolved, 22:28, , 23:04
1224, 12:03, resolved, 23:04, , 1:00
1301, 3:28, resolved, 3:28, , 4:33
1693, 5:32, abandoned, 5:32, 5:52,
1340, 6:51, resolved, 6:51, , 7:27
1062, 9:32, resolved, 9:32, , 10:30
1374, 10:47, abandoned, 10:47, 11:36,
1439, 12:51, abandoned, 12:51, 13:13,
1773, 3:34, resolved, 13:13, , 14:29
1583, 4:53, abandoned, 14:29, 14:59,
1028, 4:14, resolved, 14:59, , 15:00
1160, 4:13, resolved, 15:00, , 16:37
1356, 4:56, resolved, 16:37, , 17:15
1468, 7:33, abandoned, 17:15, 17:29,
1762, 7:14, abandoned, 17:29, 18:30,
1310, 8:07, resolved, 18:30, , 18:31
1092, 7:54, abandoned, 18:31, 18:40,
1211, 7:34, resolved, 18:40, , 19:50
1984, 9:33, resolved, 19:50, , 20:52
1132, 8:41, abandoned, 20:52, 21:15,
1786, 10:59, abandoned, 21:15, 22:27,
1734, 12:45, resolved, 22:27, , 23:41
1116, 13:43, resolved, 23:41, , 1:01
1951, 1:49, abandoned, 1:49, 2:53,
1880, 4:38, resolved, 4:38, , 5:44
1972, 6:57, resolved, 6:57, , 7:06
1520, 8:48, abandoned, 8:48, 9:22,
1234, 11:33, abandoned, 11:33, 12:50,
1240, 1:35, resolved, 12:50, , 13:33
1267, 2:25, resolved, 13:33, , 14:43
1617, 3:20, resolved, 14:43, , 14:53
1070, 4:44, resolved, 14:53, , 15:35
1121, 4:17, resolved, 15:35, , 17:01
1781, 5:43, resolved, 17:01, , 18:41
1139, 7:58, abandoned, 18:41, 19:08,
1118, 8:38, abandoned, 19:08, 20:48,
1016, 9:55, abandoned, 20:48, 21:32,
1202, 10:51, abandoned, 21:32, 22:21,
1096, 12:33, resolved, 22:21, , 23:09
1728, 13:41, abandoned, 23:09, 23:50,
1218, 13:35, resolved, 23:50, , 0:12
1974, 0:55, abandoned, 0:55, 0:55,
1983, 1:01, resolved, 1:01, , 1:54
1241, 2:09, resolved, 2:09, , 2:19
1208, 3:43, resolved, 3:43, , 4:39
1979, 5:35, resolved, 5:35, , 5:35
1322, 6:54, resolved, 6:54, , 7:43
1665, 8:16, resolved, 8:16, , 9:51
1760, 9:58, abandoned, 9:58, 10:07,
1403, 12:08, abandoned, 12:08, 12:14,
1664, 1:20, resolved, 12:14, , 12:23
1531, 2:03, abandoned, 12:23, 13:03,
1469, 3:49, resolved, 13:03, , 13:42
1828, 2:48, resolved, 13:42, , 14:06
1520, 4:28, abandoned, 14:06, 15:22,
1171, 5:28, abandoned, 15:22, 16:21,
1746, 5:37, resolved, 16:21, , 17:05
1870, 6:28, resolved, 17:05, , 17:26
1418, 5:50, abandoned, 17:26, 17:44,
1438, 6:50, abandoned, 17:44, 17:44,
1474, 6:40, resolved, 17:44, , 18:44
1806, 8:01, resolved, 18:44, , 19:53
1078, 9:48, abandoned, 19:53, 19:54,
1169, 9:39, resolved, 19:54, , 20:34
1884, 10:11, abandoned, 20:34, 21:01,
1289, 10:40, resolved, 21:01, , 21:58
1155, 11:37, resolved, 21:58, , 22:50
1355, 12:38, resolved, 22:50, , 23:29
1299, 11:44, abandoned, 23:29, 23:42,
1598, 13:15, resolved, 23:42, , 0:11
1769, 1:42, resolved, 1:42, , 2:23
1868, 3:45, abandoned, 3:45, 4:56,
1125, 5:57, resolved, 5:57, , 6:57
1149, 7:49, abandoned, 7:49, 8:11,
1942, 10:54, abandoned, 10:54, 11:50,
1278, 12:31, resolved, 12:31, , 12:48
1037, 2:55, abandoned, 12:48, 12:52,
1152, 12:59, resolved, 12:59, , 13:45
1873, 3:43, abandoned, 13:45, 14:28,
1362, 4:36, abandoned, 14:28, 15:14,
1830, 3:36, resolved, 15:14, , 16:31
1871, 4:47, abandoned, 16:31, 16:41,
1432, 5:48, abandoned, 16:41, 16:44,
1755, 4:52, abandoned, 16:44, 17:32,
1567, 6:03, abandoned, 17:32, 17:57,
1884, 7:05, resolved, 17:57, , 18:53
1310, 6:49, abandoned, 18:53, 19:42,
1990, 9:49, abandoned, 19:42, 19:58,
1878, 9:06, abandoned, 19:58, 21:00,
1618, 10:37, abandoned, 21:00, 21:41,
1640, 9:51, resolved, 21:41, , 23:01
1987, 13:38, abandoned, 23:01, 0:45,
1126, 3:00, resolved, 3:00, , 4:05
1669, 4:56, abandoned, 4:56, 5:48,
1947, 6:27, abandoned, 6:27, 6:42,
1083, 8:30, abandoned, 8:30, 8:55,
1961, 9:36, abandoned, 9:36, 9:50,
1048, 11:34, resolved, 11:34, , 12:30
1878, 1:54, abandoned, 12:30, 12:58,
1177, 2:33, abandoned, 12:58, 13:54,
1007, 3:40, abandoned, 13:54, 14:19,
1749, 3:15, abandoned, 14:19, 14:20,
1883, 2:47, abandoned, 14:20, 14:36,
1516, 4:13, abandoned, 14:36, 14:39,
1867, 2:19, resolved, 14:39, , 15:20
1196, 5:44, abandoned, 15:20, 16:40,
1389, 5:50, abandoned, 16:40, 17:18,
1690, 7:00, resolved, 17:18, , 17:50
1030, 5:31, resolved, 17:50, , 18:57
1875, 7:29, abandoned, 18:57, 18:59,
1107, 7:25, resolved, 18:59, , 19:03
1303, 7:26, abandoned, 19:03, 19:52,
1413, 9:47, abandoned, 19:52, 20:23,
1087, 10:35, abandoned, 20:23, 20:33,
1758, 9:43, abandoned, 20:33, 20:47,
1359, 9:40, abandoned, 20:47, 21:23,
1410, 10:56, resolved, 21:23, , 22:26
1816, 11:12, abandoned, 22:26, 23:16,
1045, 11:34, abandoned, 23:16, 23:57,
1733, 13:28, abandoned, 23:57, 0:42,
1454, 0:52, resolved, 0:52, , 1:26
1364, 1:55, abandoned, 1:55, 2:38,
1066, 4:32, abandoned, 4:32, 5:01,
1818, 7:44, abandoned, 7:44, 8:37,
1240, 8:46, resolved, 8:46, , 8:49
1326, 9:36, abandoned, 9:36, 9:51,
1012, 11:03, resolved, 11:03, , 11:57
1312, 11:05, resolved, 11:57, , 12:03
1432, 12:54, abandoned, 12:54, 12:58,
1063, 1:15, resolved, 12:58, , 13:28
1208, 3:41, abandoned, 13:28, 14:34,
1502, 3:40, resolved, 14:34, , 15:48
1779, 4:54, abandoned, 15:48, 16:39,
1580, 5:49, resolved, 16:39, , 16:47
1273, 5:52, abandoned, 16:47, 17:04,
1552, 6:34, resolved, 17:04, , 19:01
1442, 8:18, abandoned, 19:01, 19:43,
1137, 7:22, abandoned, 19:43, 19:46,
1211, 8:21, resolved, 19:46, , 20:48
1564, 10:58, resolved, 20:48, , 21:15
1200, 11:56, abandoned, 21:15, 21:15,
1413, 11:39, abandoned, 21:15, 21:27,
1559, 12:00, resolved, 21:27, , 22:17
1482, 12:14, abandoned, 22:17, 23:19,
1282, 12:28, resolved, 23:19, , 0:32
1233, 0:51, abandoned, 0:51, 1:52,
1459, 2:14, resolved, 2:14, , 3:00
1571, 3:39, resolved, 3:39, , 4:11
1697, 6:07, abandoned, 6:07, 6:54,
1394, 8:43, resolved, 8:43, , 9:17
1976, 11:16, resolved, 11:16, , 12:35
1917, 2:17, abandoned, 12:35, 13:50,
1255, 1:26, resolved, 13:50, , 14:31
1694, 2:37, resolved, 14:31, , 15:19
1601, 3:43, abandoned, 15:19, 16:56,
1983, 6:19, abandoned, 16:56, 17:55,
1473, 7:47, abandoned, 17:55, 18:00,
1254, 7:48, abandoned, 18:00, 18:00,
1054, 7:12, resolved, 18:00, , 18:51
1430, 8:40, abandoned, 18:51, 19:36,
1010, 8:53, resolved, 19:36, , 20:35
1398, 9:32, abandoned, 20:35, 20:57,
1282, 10:53, abandoned, 20:57, 21:42,
1657, 11:34, resolved, 21:42, , 22:26
1465, 10:59, resolved, 22:26, , 23:36
1096, 12:50, resolved, 23:36, , 0:58
1529, 0:58, resolved, 0:58, , 1:24
1881, 3:20, abandoned, 3:20, 3:42,
1312, 4:11, abandoned, 4:11, 5:49,
1174, 6:45, resolved, 6:45, , 7:18
1015, 9:09, abandoned, 9:09, 9:22,
1851, 10:21, resolved, 10:21, , 11:42
1232, 12:38, resolved, 12:38, , 13:12
1329, 2:33, resolved, 13:12, , 13:15
1134, 3:26, resolved, 13:15, , 14:24
1652, 4:11, abandoned, 14:24, 15:28,
1120, 4:39, resolved, 15:28, , 15:44
1274, 5:41, abandoned, 15:44, 16:00,
1941, 6:16, resolved, 16:00, , 17:23
1527, 7:25, abandoned, 17:23, 17:27,
1730, 5:25, abandoned, 17:27, 18:23,
1389, 6:32, resolved, 18:23, , 19:14
1826, 9:46, resolved, 19:14, , 20:02
1965, 9:12, abandoned, 20:02, 21:40,
1674, 11:48, abandoned, 21:40, 21:59,
1861, 11:16, resolved, 21:59, , 22:47
1608, 10:33, abandoned, 22:47, 23:08,
1322, 12:06, abandoned, 23:08, 0:06,
1309, 1:01, abandoned, 1:01, 2:28,
1518, 3:57, resolved, 3:57, , 4:41
1447, 6:01, abandoned, 6:01, 7:32,
1342, 9:28, abandoned, 9:28, 9:31,
1354, 9:54, resolved, 9:54, , 10:04
1234, 12:01, abandoned, 12:01, 13:56,
1068, 1:10, abandoned, 13:56, 14:00,
1487, 3:21, resolved, 14:00, , 15:15
1488, 3:21, resolved, 15:15, , 17:01
1251, 6:15, abandoned, 17:01, 17:57,
1192, 5:48, resolved, 17:57, , 18:34
1192, 6:58, abandoned, 18:34, 19:59,
1369, 8:43, abandoned, 19:59, 20:09,
1012, 9:27, resolved, 20:09, , 20:33
1862, 10:35, abandoned, 20:33, 21:38,
1159, 11:37, resolved, 21:38, , 22:09
1932, 11:35, resolved, 22:09, , 22:11
1464, 11:40, abandoned, 22:11, 23:28,
1824, 13:33, resolved, 23:28, , 0:46
1720, 1:35, abandoned, 1:35, 2:50,
1908, 2:52, resolved, 2:52, , 3:12
1315, 5:56, resolved, 5:56, , 6:14
1682, 8:45, abandoned, 8:45, 8:51,
1727, 10:01, resolved, 10:01, , 10:42
1852, 11:34, abandoned, 11:34, 11:45,
2000, 1:14, abandoned, 11:45, 11:49,
1733, 11:51, resolved, 11:51, , 11:54
1295, 1:32, abandoned, 11:54, 12:38,
1919, 12:41, resolved, 12:41, , 12:41
1444, 1:34, abandoned, 12:41, 13:52,
1195, 2:44, resolved, 13:52, , 14:00
1161, 4:55, abandoned, 14:00, 15:37,
1831, 3:57, abandoned, 15:37, 16:47,
1481, 5:37, abandoned, 16:47, 17:25,
1013, 7:21, resolved, 17:25, , 17:41
1432, 6:29, abandoned, 17:41, 18:19,
1153, 9:00, resolved, 18:19, , 18:36
1056, 6:10, resolved, 18:36, , 19:57
1575, 9:57, resolved, 19:57, , 20:08
1223, 10:24, abandoned, 20:08, 21:40,
1455, 11:23, resolved, 21:40, , 21:43
1777, 11:39, abandoned, 21:43, 22:52,
1005, 11:53, resolved, 22:52, , 23:36
1983, 13:40, abandoned, 23:36, 0:07,
1465, 1:01, abandoned, 1:01, 1:08,
1124, 1:58, abandoned, 1:58, 2:17,
1725, 3:11, resolved, 3:11, , 3:27
1480, 5:50, abandoned, 5:50, 6:43,
1550, 7:06, resolved, 7:06, , 8:57
1156, 8:15, resolved, 8:57, , 9:45
1918, 10:00, resolved, 10:00, , 10:00
1483, 12:38, resolved, 12:38, , 13:25
1638, 3:35, abandoned, 13:25, 13:34,
1308, 1:52, resolved, 13:34, , 13:53
1039, 3:38, resolved, 13:53, , 14:04
1080, 3:04, resolved, 14:04, , 14:41
1234, 4:40, abandoned, 14:41, 15:00,
1549, 5:50, abandoned, 15:00, 16:39,
1425, 6:23, abandoned, 16:39, 17:31,
1309, 7:44, abandoned, 17:31, 18:51,
1928, 7:39, abandoned, 18:51, 19:50,
1575, 8:55, abandoned, 19:50, 20:00,
1265, 9:58, resolved, 20:00, , 20:33
1275, 9:04, abandoned, 20:33, 21:01,
1809, 11:47, resolved, 21:01, , 22:39
1323, 10:53, resolved, 22:39, , 23:52
1764, 13:27, abandoned, 23:52, 23:52,
1504, 12:44, resolved, 23:52, , 0:23
1402, 1:22, abandoned, 1:22, 2:26,
1289, 2:47, resolved, 2:47, , 3:21
1379, 5:12, resolved, 5:12, , 5:24
1183, 6:48, resolved, 6:48, , 7:08
1137, 7:51, abandoned, 7:51, 8:50,
1172, 10:49, abandoned, 10:49, 11:39,
1585, 1:03, resolved, 11:39, , 12:56
1601, 2:48, abandoned, 12:56, 12:59,
1412, 2:27, abandoned, 12:59, 13:19,
1111, 1:58, abandoned, 13:19, 14:14,
1943, 4:45, resolved, 14:14, , 15:36
1722, 4:19, resolved, 15:36, , 15:57
1082, 5:44, abandoned, 15:57, 16:48,
1970, 5:44, resolved, 16:48, , 17:10
1910, 6:38, abandoned, 17:10, 17:58,
1423, 6:47, abandoned, 17:58, 18:08,
1414, 7:42, resolved, 18:08, , 19:44
1727, 7:45, abandoned, 19:44, 20:33,
1389, 9:50, resolved, 20:33, , 21:56
1259, 11:34, resolved, 21:56, , 22:06
1682, 11:48, abandoned, 22:06, 0:01,
1888, 1:25, abandoned, 1:25, 2:04,
1992, 2:47, resolved, 2:47, , 3:20
1968, 3:54, abandoned, 3:54, 4:37,
1219, 6:59, abandoned, 6:59, 7:49,
1259, 9:07, abandoned, 9:07, 10:52,
1536, 11:33, abandoned, 11:33, 12:13,
1561, 2:26, abandoned, 12:13, 12:25,
1207, 1:47, abandoned, 12:25, 13:11,
1197, 2:15, resolved, 13:11, , 13:19
1756, 3:40, abandoned, 13:19, 14:18,
1893, 4:40, abandoned, 14:18, 15:59,
1536, 5:19, resolved, 15:59, , 16:43
1420, 5:25, abandoned, 16:43, 17:08,
1789, 7:25, resolved, 17:08, , 18:52
1727, 8:18, resolved, 18:52, , 19:09
1331, 8:55, resolved, 19:09, , 20:27
1071, 10:51, abandoned, 20:27, 20:59,
1310, 10:46, abandoned, 20:59, 21:42,
1689, 10:32, abandoned, 21:42, 22:41,
1860, 11:38, resolved, 22:41, , 22:58
1757, 10:39, abandoned, 22:58, 23:51,
1956, 13:06, resolved, 23:51, , 23:51
1385, 11:46, abandoned, 23:51, 0:27,
1430, 0:48, resolved, 0:48, , 1:09
1834, 2:01, resolved, 2:01, , 2:10
1032, 2:54, resolved, 2:54, , 3:50
1823, 4:15, resolved, 4:15, , 5:50
1461, 5:31, abandoned, 5:50, 7:00,
1769, 8:29, resolved, 8:29, , 9:26
1227, 10:03, resolved, 10:03, , 10:41
1062, 11:08, resolved, 11:08, , 12:55
1724, 2:52, abandoned, 12:55, 13:46,
1322, 3:08, resolved, 13:46, , 14:12
1925, 3:20, resolved, 14:12, , 15:18
1860, 5:11, resolved, 15:18, , 16:13
1164, 6:22, abandoned, 16:13, 16:42,
1213, 5:27, abandoned, 16:42, 17:54,
1279, 6:35, abandoned, 17:54, 18:53,
1644, 6:59, resolved, 18:53, , 19:04
1045, 8:07, abandoned, 19:04, 20:42,
1520, 10:34, resolved, 20:42, , 20:51
1707, 9:45, resolved, 20:51, , 20:52
1310, 9:52, abandoned, 20:52, 21:04,
1003, 10:19, abandoned, 21:04, 22:48,
1299, 12:36, abandoned, 22:48, 23:04,
1918, 12:14, resolved, 23:04, , 23:55
1084, 12:09, abandoned, 23:55, 0:20,
1901, 2:08, resolved, 2:08, , 3:22
1403, 3:34, abandoned, 3:34, 4:54,
1639, 6:35, resolved, 6:35, , 7:05
1233, 7:58, abandoned, 7:58, 8:40,
1326, 10:40, abandoned, 10:40, 10:47,
1226, 11:35, abandoned, 11:35, 11:35,
1136, 12:04, abandoned, 12:04, 12:14,
1661, 12:34, abandoned, 12:34, 12:40,
1084, 2:55, resolved, 12:40, , 13:12
1867, 2:04, abandoned, 13:12, 14:52,
1121, 4:15, resolved, 14:52, , 15:39
1464, 5:39, abandoned, 15:39, 16:06,
1263, 6:09, abandoned, 16:06, 17:00,
1883, 7:12, abandoned, 17:00, 18:32,
1602, 6:18, abandoned, 18:32, 19:52,
1728, 8:34, abandoned, 19:52, 20:58,
1219, 9:47, resolved, 20:58, , 21:37
1385, 11:36, abandoned, 21:37, 22:18,
1572, 10:50, resolved, 22:18, , 22:56
1377, 12:04, resolved, 22:56, , 23:01
1336, 12:54, abandoned, 23:01, 23:10,
1499, 12:23, abandoned, 23:10, 23:50,
1550, 12:25, abandoned, 23:50, 0:50,
1747, 1:23, resolved, 1:23, , 2:58
1577, 4:03, resolved, 4:03, , 5:11
1364, 5:30, abandoned, 5:30, 6:20,
1004, 8:20, abandoned, 8:20, 9:05,
1679, 9:57, resolved, 9:57, , 10:18
1227, 11:11, resolved, 11:11, , 11:59
1899, 12:53, abandoned, 12:53, 13:50,
1298, 2:44, abandoned, 13:50, 14:46,
1223, 3:53, abandoned, 14:46, 14:47,
1549, 4:07, resolved, 14:47, , 15:04
1060, 5:35, resolved, 15:04, , 15:25
1949, 5:51, resolved, 15:25, , 16:52
1683, 5:49, abandoned, 16:52, 17:17,
